,test_rmse,test_mae,fit_time,test_time,k,mean_rmse,mean_mae
0,3.6622813241356345,3.28685474719948,0.5139009952545166,0.0263369083404541,5,3.6666887157849777,3.289779389252898
1,3.6587935591645615,3.2753567162875123,0.5738940238952637,0.027708053588867188,5,3.6666887157849777,3.289779389252898
2,3.680056625985717,3.30494151621601,0.5700669288635254,0.061979055404663086,5,3.6666887157849777,3.289779389252898
3,3.6678583916223793,3.295967959471455,0.4791600704193115,0.026123046875,5,3.6666887157849777,3.289779389252898
4,3.6644536780165966,3.285776007090035,0.47078490257263184,0.0621790885925293,5,3.6666887157849777,3.289779389252898
5,2.9299144366879624,2.544481335773994,0.5411241054534912,0.02546977996826172,10,2.9523140700907105,2.5698485227901147
6,2.954322352562012,2.577391377539463,0.5462779998779297,0.025758028030395508,10,2.9523140700907105,2.5698485227901147
7,2.952201630471233,2.568182306737531,0.5367329120635986,0.06818723678588867,10,2.9523140700907105,2.5698485227901147
8,2.9651426907737446,2.5840906933420515,0.5622520446777344,0.026808977127075195,10,2.9523140700907105,2.5698485227901147
9,2.9599892399586016,2.575096900557532,0.5368967056274414,0.06340408325195312,10,2.9523140700907105,2.5698485227901147
10,2.4451917415965765,2.0614976562897653,0.6137139797210693,0.029626131057739258,15,2.4658264795868874,2.082018278325958
11,2.4690583957455208,2.0864595249340288,0.6185331344604492,0.0256807804107666,15,2.4658264795868874,2.082018278325958
12,2.473639699130145,2.0901457940176735,0.6052701473236084,0.06301999092102051,15,2.4658264795868874,2.082018278325958
13,2.476056541818557,2.091907651870983,0.6182460784912109,0.02605891227722168,15,2.4658264795868874,2.082018278325958
14,2.465186019643639,2.080080764517339,0.6051850318908691,0.0626528263092041,15,2.4658264795868874,2.082018278325958
15,2.1750314159782773,1.7774030902028974,0.630756139755249,0.025046110153198242,20,2.1863089278351175,1.785303931087288
16,2.189649610826539,1.7874946413444162,0.6494221687316895,0.025636911392211914,20,2.1863089278351175,1.785303931087288
17,2.189461139455965,1.7848278931839987,0.6286771297454834,0.0253140926361084,20,2.1863089278351175,1.785303931087288
18,2.193743405090209,1.7940913174182116,0.6275317668914795,0.025725126266479492,20,2.1863089278351175,1.785303931087288
19,2.183659067824596,1.7827027132869158,0.6244559288024902,0.06282186508178711,20,2.1863089278351175,1.785303931087288
20,2.0454118939443653,1.6205595531705386,0.6960408687591553,0.02485823631286621,25,2.0421978518673414,1.6207020794179379
21,2.056289146292661,1.632830951470846,0.7060880661010742,0.025876283645629883,25,2.0421978518673414,1.6207020794179379
22,2.036135414896116,1.6194638184824213,0.6939918994903564,0.02535700798034668,25,2.0421978518673414,1.6207020794179379
23,2.0382072883464866,1.6185871106884686,0.6954660415649414,0.025427818298339844,25,2.0421978518673414,1.6207020794179379
24,2.034945515857078,1.612068963277415,0.6898608207702637,0.06312704086303711,25,2.0421978518673414,1.6207020794179379
25,1.9986870269186232,1.5418935005875642,0.7662489414215088,0.02589893341064453,30,2.0008475125257092,1.5439531990902091
26,2.013508682108539,1.5541212474927715,0.758720874786377,0.06415295600891113,30,2.0008475125257092,1.5439531990902091
27,1.9954790914376235,1.537995320009067,0.7549138069152832,0.025861024856567383,30,2.0008475125257092,1.5439531990902091
28,2.0053696595231343,1.5508980629493367,0.7450909614562988,0.025600194931030273,30,2.0008475125257092,1.5439531990902091
29,1.9911931026406253,1.5348578644123065,0.7436680793762207,0.06271195411682129,30,2.0008475125257092,1.5439531990902091
30,2.033593101197251,1.5369169284981616,0.8422629833221436,0.026165008544921875,35,2.027771335193506,1.5382642760019671
31,2.023202897152074,1.5344588990786754,0.8842167854309082,0.027811050415039062,35,2.027771335193506,1.5382642760019671
32,2.030875637861427,1.542822901603872,0.898252010345459,0.06141304969787598,35,2.027771335193506,1.5382642760019671
33,2.0307395075788888,1.5415253533180244,0.829913854598999,0.02598714828491211,35,2.027771335193506,1.5382642760019671
34,2.02044553217789,1.5355972975111023,0.8266558647155762,0.06339311599731445,35,2.027771335193506,1.5382642760019671
35,2.073519983752307,1.5517377818174953,0.8647921085357666,0.026152849197387695,40,2.0946185773790633,1.5670155705060442
36,2.0944388234393454,1.5614138805873736,0.8782908916473389,0.027870893478393555,40,2.0946185773790633,1.5670155705060442
37,2.1166302770872374,1.584884553697776,0.8560550212860107,0.06187701225280762,40,2.0946185773790633,1.5670155705060442
38,2.083639156698321,1.563351199597728,0.8591339588165283,0.025418996810913086,40,2.0946185773790633,1.5670155705060442
39,2.1048646459181075,1.5736904368298477,0.8613550662994385,0.06357097625732422,40,2.0946185773790633,1.5670155705060442
40,2.1743156290787313,1.6140890364540323,0.9643399715423584,0.026825904846191406,45,2.1701006500736186,1.6138196228197224
41,2.164127941238628,1.6175414003889892,0.9653480052947998,0.026720046997070312,45,2.1701006500736186,1.6138196228197224
42,2.166823502589675,1.6089197681247507,0.9696831703186035,0.06225919723510742,45,2.1701006500736186,1.6138196228197224
43,2.1783075687971607,1.6203518370858327,0.9657907485961914,0.026612043380737305,45,2.1701006500736186,1.6138196228197224
44,2.166928608663897,1.6081960720450064,1.0453519821166992,0.07441926002502441,45,2.1701006500736186,1.6138196228197224
45,2.2463170525595357,1.6685934360300057,1.0275781154632568,0.027470827102661133,50,2.255492467321159,1.6736851735770704
46,2.270732740187666,1.6780305273421,1.129546880722046,0.026278018951416016,50,2.255492467321159,1.6736851735770704
47,2.250391507913312,1.6744380691186957,1.0339281558990479,0.02795886993408203,50,2.255492467321159,1.6736851735770704
48,2.2659499137352923,1.6838877667316972,1.042752981185913,0.026405811309814453,50,2.255492467321159,1.6736851735770704
49,2.2440711222099874,1.6634760686628522,1.040173053741455,0.06503176689147949,50,2.255492467321159,1.6736851735770704
50,2.32010302165852,1.7273662640306795,1.1134538650512695,0.026343822479248047,55,2.33250556439816,1.7324576643888938
51,2.325887148475754,1.7202075631403735,1.1062848567962646,0.026617050170898438,55,2.33250556439816,1.7324576643888938
52,2.3279440201207264,1.729278841773622,1.101775884628296,0.02641892433166504,55,2.33250556439816,1.7324576643888938
53,2.345675104222007,1.7378078499855467,1.1071009635925293,0.025986194610595703,55,2.33250556439816,1.7324576643888938
54,2.3429185275137914,1.7476278030142467,1.103734016418457,0.06299281120300293,55,2.33250556439816,1.7324576643888938
55,2.3837070154255864,1.7703835228285456,1.1222729682922363,0.02592325210571289,60,2.402495050717261,1.7875639761046522
56,2.4052722527511823,1.7864671975076383,1.123288869857788,0.06448101997375488,60,2.402495050717261,1.7875639761046522
57,2.3969804715846346,1.7862818499397817,1.2891080379486084,0.026363849639892578,60,2.402495050717261,1.7875639761046522
58,2.418874498065576,1.8009545743719422,1.1252830028533936,0.026147127151489258,60,2.402495050717261,1.7875639761046522
59,2.407641015759327,1.7937327358753525,1.1241979598999023,0.0630650520324707,60,2.402495050717261,1.7875639761046522
60,2.476599483026836,1.850854516987027,1.2314441204071045,0.027022123336791992,65,2.4690911296666824,1.8411803768257649
61,2.4702534339772506,1.8445448449971398,1.2319920063018799,0.02620100975036621,65,2.4690911296666824,1.8411803768257649
62,2.4635282276169916,1.834603426093738,1.2313258647918701,0.062264204025268555,65,2.4690911296666824,1.8411803768257649
63,2.461180550620412,1.8334416201457564,1.2379612922668457,0.026317834854125977,65,2.4690911296666824,1.8411803768257649
64,2.4738939530919217,1.8424574759051628,1.2297358512878418,0.06350016593933105,65,2.4690911296666824,1.8411803768257649
